0.0,-0.19138793197590276 0.7834675900121327
1.0,3.712420417753061 3.55967640829891
0.0,-0.3173743619974614 0.9034702789806682
1.0,4.759494447180777 3.407011867344781
0.0,-0.7078607074437426 -0.7866705652344417
1.0,2.6708084832010215 2.5322909406378016
0.0,-0.07553885038446313 -0.1297104483563081
1.0,2.759487072285262 2.474689814713741
0.0,-2.2199161547238107 0.7543109438660762
1.0,1.922617509832946 1.9412373902594937
0.0,0.8140942462004225 1.883920822277784
1.0,1.7649295902120172 3.8195077526061363
0.0,-1.1173052428096684 -1.468964723960145
1.0,1.8733449544967458 2.913026590975709
0.0,-0.11212965215910947 1.068087981775071
1.0,2.3368459971730227 5.453870208593922
0.0,-1.2802488543364463 -0.47218504171867676
1.0,4.1917343620336895 3.5602286778418355
0.0,0.5995976502137177 -0.797374550890321
1.0,3.721592294428238 4.824418090974808
0.0,-0.0721649164244053 -1.3952880192542576
1.0,3.609764030146346 3.4730043476891277
0.0,-1.5078269860498976 -2.6460421495665987
1.0,1.8510254911824193 1.6748364225650059
0.0,1.021485727769095 -0.14476425336866738
1.0,4.10105000223134 2.3772502437548493
0.0,2.6132710211418675 -1.061646527586342
1.0,2.6444875273854653 4.043302750329545
0.0,1.115723715938777 0.38401588153403887
1.0,2.045759949164019 3.156447533448806
0.0,-1.0543022640565405 -0.6820337845705753
1.0,3.535337069948117 3.8121122972294965
0.0,0.9427529503486505 -0.25123516319259886
1.0,3.9611643301316795 3.3144121016644443
0.0,-0.15013188927817916 0.8178862482229886
1.0,3.200504584029051 2.3088398886136057
0.0,0.819731993393585 -0.47386644109886344
1.0,3.283317566020217 3.4828146842654513
0.0,-2.3283941193793303 -0.6148925379529
1.0,3.901670215294089 3.6356776610143324
0.0,-0.28635769830042973 0.049586437072917544
1.0,3.1114746381043927 3.6314805300338775
0.0,-1.3085536069757229 0.11172767926766304
1.0,3.3676979357140744 4.689661419564771
0.0,-1.5820787210442733 1.3226576351191428
1.0,2.5957586701668207 3.0648240201825923
0.0,-2.116823743560968 0.272822309954307
1.0,3.31672509500716 3.870172182480263
0.0,0.09751166932653511 0.6469052579904877
1.0,2.0609623373451305 3.9496181906908694
0.0,0.5238217321419351 -1.2424816480725946
1.0,3.5731384504449717 5.293293512805712
0.0,-0.8507917425723299 -1.2243124053200718
1.0,3.3060954421001867 3.1337045819604565
0.0,1.5066706426420082 0.04176666807070882
1.0,4.197316426430547 2.327643377792433
0.0,-1.8068158696573955 -1.6380836149377855
1.0,3.568239793850545 3.561688791420822
0.0,0.4705756905309871 1.1991675114038487
1.0,4.85003762884306 4.253420553408024
0.0,0.7595792932847568 0.014062431397674205
1.0,1.6984862661221896 1.7746925013882613
0.0,0.1132294255888917 -0.09228036942051128
1.0,3.766092539171029 2.765647342841482
0.0,1.053401788561791 -1.0588667339849278
1.0,2.780021685872393 3.239478188786074
0.0,0.4042022490052266 1.0982210323828034
1.0,2.4939569547402063 2.4615506964861273
0.0,0.4469359967563411 0.3880418183993791
1.0,2.7943749030887486 3.742182807141721
0.0,-0.4418685162293727 0.802180923066725
1.0,3.711213212127241 4.620177703831104
0.0,0.10737314976605918 -1.5716142960765325
1.0,4.0522289913808365 3.77562942835957
0.0,1.4798827061781141 1.1638601205648005
1.0,3.6758023575825547 3.115500589955362
0.0,-1.803338141681238 -0.639996207387159
1.0,2.044667029270621 3.04922768663927
0.0,-0.06067427095346295 1.394611410740688
1.0,4.626495834477846 2.995800202291488
0.0,-0.2770274350630315 0.4521526506693692
1.0,3.130857841268635 3.76858860814448
0.0,2.163400739017478 -1.303601716798734
1.0,2.9131896969824367 3.4288919990054167
0.0,-0.7145108501670207 1.4189762494365543
1.0,3.535768896041034 1.4894011726406373
0.0,1.605614523747256 0.29974289519139824
1.0,2.413678734728178 2.1826316767457183
0.0,-0.8821932593373774 0.26432786248412726
1.0,2.0878695933047116 3.5277388966365177
0.0,-1.107001191509183 0.38421647065699477
1.0,2.6462094774496454 2.273786785429519
0.0,1.0712046043765102 -1.1889735666835115
1.0,3.7458483094910666 1.3868020542832566
0.0,-0.8403883736429167 -0.7163969561320671
1.0,3.3359151000342195 3.2382001552279576
0.0,0.13309387098922537 0.938761191821517
1.0,2.083439571838502 3.2204948086228944
0.0,1.3030219848568272 0.5976630914634896
1.0,2.7602376200551317 2.200505791897739
0.0,-0.9458633178207942 0.0490955863627428
1.0,3.7998466026531883 1.9291683955712686
0.0,-1.327236501803235 0.06915643957270164
1.0,3.4740573335685925 2.1080735512507114
0.0,0.8627688253416859 -1.961802291046532
1.0,3.5108780392869776 3.9854745964798326
0.0,-0.69537574439301 0.2436269580373554
1.0,2.920286302932126 4.704192389485899
0.0,-2.031190954684878 -0.7843052045579578
1.0,1.6768848711259499 1.345658047606076
0.0,0.9234894202027507 -0.38179572928866495
1.0,3.1710339307651334 4.129874876536583
0.0,-2.5086697007630376 -0.2638692986795807
1.0,2.079400422215581 3.124756711992435
0.0,-0.1388012859869782 0.3698243463601514
1.0,2.665728164475424 4.574860576068532
0.0,0.11967116650891912 -0.8792117975750646
1.0,3.042630437105455 2.7245525508413677
0.0,0.6078023848042808 -0.7977233104047035
1.0,3.3340709038589638 4.962729210819017
0.0,0.6373101353982795 1.1335021278327686
1.0,3.3821397455119446 4.349379573895378
0.0,-0.9140176931412027 -0.03428220013900756
1.0,4.579963977595727 3.8322809335521484
0.0,-0.43958506434874983 0.21259366700539037
1.0,2.644701808902675 3.945416465403505
0.0,-1.119921743746522 -0.2089105317801997
1.0,2.5480553203091922 3.123344220515146
0.0,0.8723990414181355 1.11150972420879
1.0,4.479600967837827 2.8645066949820057
0.0,-0.003869320481891422 0.24756134775982133
1.0,3.237294368758498 4.642548547098718
0.0,0.34643329685515545 0.029869480691029456
1.0,2.6324740490008893 1.2577448307260846
0.0,-0.4416403319035849 -1.4597062027342758
1.0,1.764049052224297 3.649850384544675
0.0,0.6779287737716254 -1.9489876700506967
1.0,1.4286669812409405 2.4906452014102416
0.0,-1.2271599940693638 0.9869686407012563
1.0,3.6244117441765993 2.36879554315985
0.0,-0.11422653411940642 0.4741905017884626
