0.24579296,0.01
0.28505864,0.02
0.31208567,0.03
0.35900051,0.04
0.35747068,0.05
0.16675166,0.06
0.17491076,0.07
0.04181540,0.08
0.04793473,0.09
0.03926568,0.10
0.12952575,0.11
0.00000000,0.12
0.01376849,0.13
0.13105558,0.14
0.08873024,0.15
0.12595614,0.16
0.15247323,0.17
0.25956145,0.18
0.20040796,0.19
0.19581846,0.20
0.15757267,0.21
0.13717491,0.22
0.19020908,0.23
0.19581846,0.24
0.20091790,0.25
0.16879143,0.26
0.18510964,0.27
0.20040796,0.28
0.29576747,0.29
0.43396226,0.30
0.53391127,0.31
0.52116267,0.32
0.48546660,0.33
0.49209587,0.34
0.54156043,0.35
0.59765426,0.36
0.56144824,0.37
0.58592555,0.38
0.52983172,0.39
0.50178480,0.40
0.52626211,0.41
0.58286588,0.42
0.64660887,0.43
0.68077511,0.44
0.74298827,0.45
0.64864865,0.46
0.67261601,0.47
0.65782764,0.48
0.69811321,0.49
0.63029067,0.50
0.61601224,0.51
0.63233044,0.52
0.65323814,0.53
0.65323814,0.54
0.67363590,0.55
0.67006629,0.56
0.51555329,0.57
0.50892402,0.58
0.33299337,0.59
0.36206017,0.60
0.43090260,0.61
0.45996940,0.62
0.56348802,0.63
0.54920959,0.64
0.48393677,0.65
0.48495665,0.66
0.46965834,0.67
0.45181030,0.68
0.45843957,0.69
0.47118817,0.70
0.51555329,0.71
0.58031617,0.72
0.55481897,0.73
0.56297807,0.74
0.56603774,0.75
0.57929628,0.76
0.64762876,0.77
0.66241713,0.78
0.69301377,0.79
0.65119837,0.80
0.68332483,0.81
0.66598674,0.82
0.73890872,0.83
0.73992861,0.84
0.84242733,0.85
0.91330954,0.86
0.88016318,0.87
0.90719021,0.88
0.93115757,0.89
0.93115757,0.90
0.91942886,0.91
0.92911780,0.92
0.95665477,0.93
0.95002550,0.94
0.96940337,0.95
1.00000000,0.96
0.89801122,0.97
0.90311066,0.98
0.90362060,0.99
0.83477817,1.0
